Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,5.919553487392362,6.069672342086654,5.892505062534434,6.033156871795654,1104600,0.0,0.0
2010-01-05 00:00:00-05:00,6.030450809766456,6.030450809766456,5.930371080845256,5.9560675621032715,1207200,0.0,0.0
2010-01-06 00:00:00-05:00,5.952008655906875,6.008810513504239,5.92496063134651,5.958770275115967,663000,0.0,0.0
2010-01-07 00:00:00-05:00,5.969591547993526,6.025040705355239,5.933076088808295,5.976353168487549,564000,0.0,0.0
2010-01-08 00:00:00-05:00,5.949306130284386,6.073728867525072,5.933077077600818,6.064261436462402,504600,0.0,0.0
2010-01-11 00:00:00-05:00,6.079136957374673,6.084546253252693,6.010163791757489,6.035859107971191,564600,0.0,0.0
2010-01-12 00:00:00-05:00,5.999346313811234,6.04803348069218,5.912791737398537,5.993937015533447,486600,0.0,0.0
2010-01-13 00:00:00-05:00,6.008810109639696,6.031800774198357,5.90873118731366,5.960122585296631,675600,0.0,0.0
2010-01-14 00:00:00-05:00,5.957420475307196,6.065613766126679,5.957420475307196,5.988525867462158,520200,0.0,0.0
2010-01-15 00:00:00-05:00,6.011517079102858,6.011517079102858,5.8235312242924016,5.9425435066223145,694200,0.0,0.0
2010-01-19 00:00:00-05:00,5.964182005379568,6.080490013718902,5.964182005379568,6.046679973602295,741000,0.0,0.0
2010-01-20 00:00:00-05:00,6.016925673060201,6.0980709187220645,5.926312998407305,6.080489158630371,1063800,0.0,0.0
2010-01-21 00:00:00-05:00,6.07778426184038,6.102128028008195,5.799185789935156,5.872216701507568,1091400,0.0,0.0
2010-01-22 00:00:00-05:00,5.865453018218505,5.915492866826457,5.777545782609852,5.807299613952637,1195200,0.0,0.0
2010-01-25 00:00:00-05:00,5.839760920863307,5.911438763031136,5.754558285877596,5.795130729675293,1794000,0.0,0.0
2010-01-26 00:00:00-05:00,6.0196310202842565,6.0196310202842565,5.68964031626495,5.732917785644531,1850400,0.0,0.0
