Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,54.22632448557801,54.46126865181127,53.95222461800837,54.180641174316406,3043700,0.0,0.0
2010-01-05 00:00:00-05:00,54.03705504783923,54.317682454904016,53.31916750945983,53.84126663208008,2847000,0.0,0.0
2010-01-06 00:00:00-05:00,54.74188159294874,55.21176980063943,54.5004148600177,54.60483169555664,5268500,0.0,0.0
2010-01-07 00:00:00-05:00,54.376393430924935,54.663548327133604,53.59325005103388,54.64397048950195,4470100,0.0,0.0
2010-01-08 00:00:00-05:00,54.61788399070274,55.02903366088867,54.36336205500108,55.02903366088867,3405800,0.0,0.0
2010-01-11 00:00:00-05:00,55.06817339505714,55.211750851363746,54.435135032684926,54.80712890625,2927100,0.0,0.0
2010-01-12 00:00:00-05:00,54.54607337404705,54.937645042828294,54.363340260556065,54.852806091308594,3031800,0.0,0.0
2010-01-13 00:00:00-05:00,54.89199823108146,54.89199823108146,54.2981102385918,54.676631927490234,3102000,0.0,0.0
2010-01-14 00:00:00-05:00,54.65048982281884,54.77448942581949,54.44165126882525,54.49386215209961,2634100,0.0,0.0
2010-01-15 00:00:00-05:00,54.50692775356416,54.87892168835938,54.08272789987712,54.40903854370117,3955000,0.0,0.0
2010-01-19 00:00:00-05:00,54.702714925867966,55.58375264895403,54.49387631758752,55.551124572753906,4500400,0.0,0.0
2010-01-20 00:00:00-05:00,55.361862130990865,55.55764551958351,54.55260819167185,55.29007339477539,3671200,0.0,0.0
2010-01-21 00:00:00-05:00,55.211756418207166,55.211756418207166,53.886936085425695,53.97177505493164,4783200,0.0,0.0
2010-01-22 00:00:00-05:00,53.77599711258304,54.05662447594881,53.05811466509785,53.17558670043945,4809000,0.0,0.0
2010-01-25 00:00:00-05:00,53.73031379923334,54.095780140553124,53.17558667998568,53.40400314331055,3386600,0.0,0.0
2010-01-26 00:00:00-05:00,53.16251979919861,53.99135147165859,52.8884201033586,53.27346420288086,3138000,0.0,0.0
2010-01-27 00:00:00-05:00,53.07767678044131,54.06313108475287,52.86883822161523,53.71072006225586,5066900,0.0,0.0
2010-01-28 00:00:00-05:00,53.91958837566614,53.932638614436314,51.62888559072723,52.69918441772461,6820700,0.0,0.0
2010-01-29 00:00:00-05:00,53.09076160952823,53.436650231197255,52.3271955980203,52.52950668334961,4347000,0.0,0.0
2010-02-01 00:00:00-05:00,52.7578973811858,52.79053043404195,52.17054226261362,52.49685287475586,3632700,0.0,0.0
2010-02-02 00:00:00-05:00,52.66651998718988,52.823152633791686,52.01389889699371,52.49031448364258,4690000,0.0,0.0
2010-02-03 00:00:00-05:00,52.09874917717402,53.30609734541489,52.09874917717402,53.18862533569336,3401300,0.0,0.0
2010-02-04 00:00:00-05:00,52.947169395398696,52.947169395398696,51.44614324774429,51.69413757324219,5312600,0.0,0.0
2010-02-05 00:00:00-05:00,51.66148952155946,51.883378309264415,50.421508415202794,51.25686264038086,5408000,0.0,0.0
2010-02-08 00:00:00-05:00,51.21772967626922,51.21772967626922,50.41500316325153,50.59773635864258,4407300,0.0,0.0
2010-02-09 00:00:00-05:00,51.087196525146545,51.8246618090357,50.83920221412065,51.374351501464844,4252500,0.0,0.0
2010-02-10 00:00:00-05:00,51.42656169669847,51.7463447474154,50.90446265221306,51.30908966064453,2445200,0.0,0.0
2010-02-11 00:00:00-05:00,51.70066818003878,52.46423402416662,51.452668861049254,52.38591766357422,5524500,0.0,0.0
2010-02-12 00:00:00-05:00,51.648462719985574,51.70720124140116,50.95015794648625,51.67456817626953,5443000,0.0,0.0
2010-02-16 00:00:00-05:00,52.2619004335056,52.62736666703512,51.77895722022273,52.516422271728516,3619100,0.0,0.0
2010-02-17 00:00:00-05:00,52.82844911232995,53.005816773267334,52.38175224169735,52.64451599121094,3095200,0.525,0.0
2010-02-18 00:00:00-05:00,52.59197248675813,53.32771012639803,52.59197248675813,53.2817268371582,2702400,0.0,0.0
2010-02-19 00:00:00-05:00,53.301421664160486,53.695564773693974,52.95326183387588,53.55104446411133,3217900,0.0,0.0
2010-02-22 00:00:00-05:00,53.67588112178652,53.70872848308809,52.913871455266055,52.999267578125,3025400,0.0,0.0
2010-02-23 00:00:00-05:00,52.82189464245238,53.26858659422357,52.33577985057895,52.362056732177734,3981900,0.0,0.0
2010-02-24 00:00:00-05:00,52.55256178337455,52.94670499438929,52.22410827222846,52.59854507446289,3530700,0.0,0.0
2010-02-25 00:00:00-05:00,52.000761202264634,52.40146986661993,51.659166751210535,52.38176345825195,4106300,0.0,0.0
2010-02-26 00:00:00-05:00,52.381769662319186,52.76934744940398,51.961349527998856,52.65110397338867,3224400,0.0,0.0
2010-03-01 00:00:00-05:00,52.927015644959965,53.17663858964004,52.78249525158565,52.93358612060547,2545100,0.0,0.0
2010-03-02 00:00:00-05:00,53.03867131804006,53.45909140931357,52.93356880112309,53.294864654541016,3365600,0.0,0.0
2010-03-03 00:00:00-05:00,53.31458019308838,53.6561696642067,53.11750606741803,53.20947265625,2852300,0.0,0.0
2010-03-04 00:00:00-05:00,53.34740913051629,53.44594616858398,52.926989112442634,53.22259521484375,2620300,0.0,0.0
